(10021.0, 24.45299145299145, 152)
(11221.0, 24.0, 111)
(11355.0, 23.853503184713375, 197)
(11354.0, 23.72852233676976, 361)
(11218.0, 23.474137931034484, 147)
(11358.0, 23.38679245283019, 143)
(10032.0, 23.372340425531913, 117)
(10018.0, 23.28627450980392, 333)
(11220.0, 23.248062015503876, 317)
(10027.0, 23.206611570247933, 163)
(10024.0, 23.153333333333332, 202)
(10033.0, 23.098765432098766, 120)
(10128.0, 23.05, 159)
(10452.0, 22.85, 101)
(11235.0, 22.813953488372093, 176)
(10016.0, 22.68562874251497, 414)
(10013.0, 22.620689655172413, 480)
(10468.0, 22.556962025316455, 107)
(10301.0, 22.5, 103)
(11229.0, 22.495575221238937, 142)
(10010.0, 22.48205128205128, 246)
(11432.0, 22.477124183006534, 188)
(10009.0, 22.46188340807175, 312)
(11215.0, 22.330960854092528, 372)
(10025.0, 22.274193548387096, 237)
(11204.0, 22.26732673267327, 123)
(11373.0, 22.247191011235955, 225)
(10012.0, 22.225396825396825, 402)
(11435.0, 22.166666666666668, 106)
(10029.0, 22.058823529411764, 197)
(11385.0, 21.973684210526315, 252)
(10462.0, 21.693693693693692, 148)
(10314.0, 21.63157894736842, 185)
(11230.0, 21.6, 102)
(11236.0, 21.573170731707318, 111)
(10065.0, 21.568345323741006, 173)
(11208.0, 21.563218390804597, 116)
(11104.0, 21.55294117647059, 114)
(10023.0, 21.52980132450331, 197)
(11219.0, 21.46987951807229, 105)
(11106.0, 21.445378151260503, 156)
(10036.0, 21.44078947368421, 593)
(11372.0, 21.438818565400844, 319)
(10014.0, 21.38, 408)
(11226.0, 21.327272727272728, 201)
(10003.0, 21.278625954198475, 675)
(11201.0, 21.278195488721803, 345)
(10022.0, 21.227040816326532, 488)
(11232.0, 21.180722891566266, 106)
(10461.0, 21.096153846153847, 154)
(11222.0, 21.072992700729927, 193)
(11103.0, 21.050632911392405, 209)
(11203.0, 21.02857142857143, 141)
(10019.0, 21.00793650793651, 660)
(11206.0, 20.926829268292682, 154)
(10011.0, 20.910714285714285, 463)
(10028.0, 20.832335329341316, 214)
(11214.0, 20.805555555555557, 180)
(11209.0, 20.801020408163264, 264)
(11211.0, 20.652014652014653, 365)
(10002.0, 20.421965317919074, 474)
(10038.0, 20.277372262773724, 168)
(11375.0, 20.257575757575758, 196)
(11377.0, 20.235668789808916, 214)
(11216.0, 20.22222222222222, 166)
(10458.0, 20.205479452054796, 196)
(11249.0, 20.194690265486727, 155)
(10467.0, 20.16923076923077, 169)
(11105.0, 20.150537634408604, 123)
(10306.0, 20.022988505747126, 111)
(11207.0, 19.904761904761905, 136)
(10034.0, 19.733333333333334, 106)
(11205.0, 19.7027027027027, 145)
(10007.0, 19.7, 139)
(11101.0, 19.687150837988828, 250)
(11238.0, 19.604790419161677, 246)
(11225.0, 19.353658536585368, 101)
(11361.0, 19.161290322580644, 119)
(11231.0, 19.133928571428573, 159)
(11223.0, 19.057142857142857, 185)
(10017.0, 19.0, 376)
(10463.0, 18.918367346938776, 128)
(10004.0, 18.71153846153846, 142)
(11368.0, 18.678571428571427, 290)
(11237.0, 18.485714285714284, 179)
(11430.0, 18.436974789915965, 148)
(11234.0, 18.359649122807017, 152)
(10472.0, 18.240963855421686, 108)
(11217.0, 17.840425531914892, 254)
(10451.0, 17.612403100775193, 157)
(10001.0, 17.002487562189053, 509)
(11369.0, 16.5625, 104)
